"url,","date,","file name,","file size,","number of words,","sentiment score,","% positive,","% negative,","% uncertainty,","% litigious,","% modal-weak,","% modal moderate,","% modal strong,","% constraining,","# of alphanumeric,","# of digits,","# of numbers,","avg # of syllables per word,","average word length,",vocabulary
https://www.bloomberg.com/news/articles/2017-12-08/chevron-economist-waiting-for-tesla-not-worried-by-electric-cars,2017-12-08,test,1277,193,-1.0362694300518136,0.0,1.0362694300518136,1.5544041450777202,0.0,1.5544041450777202,0.5181347150259068,0.0,1,976,30,13,1.5181347150259068,4.476683937823834,110
https://www.bloomberg.com/politics/articles/2017-12-07/trump-is-said-to-ready-infrastructure-plan-for-january-release,2017-12-07,test,7084,1025,-0.8780487804878048,0.975609756097561,1.8536585365853657,0.4878048780487805,0.1951219512195122,0.0975609756097561,0.7804878048780488,0.7804878048780488,1,5694,55,20,1.7014634146341463,5.24,440
https://www.bloomberg.com/politics/articles/2017-12-08/corporate-revolt-has-business-group-at-a-crossroads-over-climate,2017-12-08,test,7870,1116,-2.9569892473118276,0.2688172043010753,3.225806451612903,0.7168458781362007,1.702508960573477,0.08960573476702509,0.4480286738351254,0.2688172043010753,8,6338,44,12,1.7034050179211468,5.240143369175628,518
https://www.bloomberg.com/news/articles/2017-12-07/ford-moving-production-of-electric-suv-from-michigan-to-mexico,2017-12-07,test,4081,618,-0.32362459546925565,0.48543689320388345,0.8090614886731391,0.6472491909385114,0.0,0.3236245954692557,0.0,1.2944983818770228,0,3213,30,10,1.5372168284789645,4.61326860841424,287
https://www.bloomberg.com/news/articles/2017-12-07/tesla-and-sunrun-among-winners-of-massachusetts-storage-grants,2017-12-07,test,1198,145,-0.6896551724137931,0.6896551724137931,1.3793103448275863,0.0,0.6896551724137931,0.0,0.0,0.0,2,952,30,9,1.8551724137931034,5.496551724137931,98
https://www.bloomberg.com/news/articles/2017-12-07/porsche-s-hybrid-a-hit-as-buyers-flock-to-plug-in-panamera,2017-12-07,test,2442,337,1.1869436201780414,1.7804154302670623,0.5934718100890208,0.5934718100890208,0.5934718100890208,0.2967359050445104,0.2967359050445104,0.2967359050445104,3,1932,42,18,1.6201780415430267,4.958456973293768,193
https://www.bloomberg.com/news/articles/2017-12-07/carmakers-want-silicon-valley-s-tech-without-its-patent-wars,2017-12-07,test,7254,1064,-0.9398496240601503,0.8458646616541353,1.7857142857142856,0.37593984962406013,1.5977443609022555,0.28195488721804507,0.7518796992481203,0.37593984962406013,2,5836,16,5,1.6278195488721805,5.046052631578948,472
https://www.bloomberg.com/news/videos/2017-12-07/etf-that-swings-for-the-fences-with-bitcoin-tesla-video,2017-12-07,test,194,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,164,0,0,2.08,6.16,21
https://www.bloomberg.com/news/features/2017-12-06/a-holiday-gift-guide-for-billionaires,2017-12-06,test,12978,1789,0.6148686416992731,1.1179429849077696,0.5030743432084964,0.8943543879262158,0.2794857462269424,0.6707657909446618,1.0620458356623812,0.6707657909446618,1,10094,253,74,1.5919508105086642,4.940749021799888,909
https://www.bloomberg.com/view/articles/2017-12-06/regulatory-armies-and-bitcoin-12-000,2017-12-06,test,17208,2668,-0.5247376311844079,0.9370314842578711,1.461769115442279,1.0869565217391304,0.5622188905547226,0.3748125937031484,1.0119940029985006,0.7871064467766117,6,13337,197,58,1.4932533733133433,4.559595202398801,875
http://www.fool.com/investing/2017/12/08/tech-stocks-this-week-prime-video-on-apple-tv-tesl.aspx?source=isesitlnk0000001&mrr=1.00,2017-12-08,test,3102,442,1.1312217194570136,1.583710407239819,0.4524886877828055,0.6787330316742082,0.0,0.22624434389140274,0.22624434389140274,1.1312217194570136,0,2458,19,5,1.5610859728506787,4.8099547511312215,237
http://www.fool.com/investing/2017/12/08/elon-musk-confirms-tesla-developing-custom-ai-chip.aspx?source=isesitlnk0000001&mrr=0.50,2017-12-08,test,3742,508,2.1653543307086616,2.7559055118110236,0.5905511811023622,0.5905511811023622,0.0,0.39370078740157477,1.968503937007874,0.5905511811023622,0,3022,23,5,1.7401574803149606,5.2578740157480315,276
http://www.fool.com/investing/2017/12/08/3-top-freight-and-logistics-stocks-to-buy-now.aspx?source=isesitlnk0000001&mrr=0.33,2017-12-08,test,6934,994,0.40241448692152915,1.710261569416499,1.30784708249497,1.5090543259557343,0.2012072434607646,1.0060362173038229,0.7042253521126761,0.30181086519114686,1,5424,124,44,1.56841046277666,4.961770623742455,425
http://www.fool.com/investing/2017/12/07/why-general-motors-thinks-the-first-self-driving-c.aspx?source=isesitlnk0000001&mrr=0.25,2017-12-07,test,5445,826,0.8474576271186438,2.784503631961259,1.937046004842615,1.4527845036319613,0.0,0.9685230024213075,0.7263922518159807,1.4527845036319613,0,4326,8,2,1.599273607748184,4.915254237288136,349
http://www.fool.com/investing/2017/12/07/how-many-model-3-cars-will-tesla-inc-deliver-in-q4.aspx?source=isesitlnk0000001&mrr=0.20,2017-12-07,test,3630,534,-0.9363295880149809,1.1235955056179776,2.0599250936329585,1.3108614232209739,0.0,0.5617977528089888,0.9363295880149813,1.8726591760299627,0,2835,77,29,1.6441947565543071,4.968164794007491,232
http://www.fool.com/investing/2017/12/07/is-nvidias-automotive-business-losing-its-wheels.aspx?source=isesitlnk0000001&mrr=0.17,2017-12-07,test,4902,728,0.6868131868131868,1.3736263736263736,0.6868131868131868,1.510989010989011,0.13736263736263737,1.510989010989011,0.6868131868131868,0.9615384615384616,0,3944,28,11,1.598901098901099,4.868131868131868,310
