"url,","date,","file name,","file size,","number of words,","sentiment score,","% positive,","% negative,","% uncertainty,","% litigious,","% modal-weak,","% modal moderate,","% modal strong,","% constraining,","# of alphanumeric,","# of digits,","# of numbers,","avg # of syllables per word,","average word length,",vocabulary
http://www.fool.com/investing/2017/12/11/3-top-deep-learning-stocks-to-buy-now.aspx?source=isesitlnk0000001&mrr=1.00,2017-12-11,test,9246,1318,2.503793626707132,2.8831562974203337,0.37936267071320184,0.9863429438543246,0.0,0.7587253414264037,0.6828528072837633,0.5311077389984825,0,7422,122,40,1.7564491654021244,5.332321699544765,560
http://www.fool.com/investing/2017/12/11/nvidias-new-titan-v-gpu-turns-pc-into-ai-supercomp.aspx?source=isesitlnk0000001&mrr=0.50,2017-12-11,test,4225,564,1.0638297872340428,1.2411347517730498,0.1773049645390071,0.0,0.0,0.0,0.7092198581560284,0.0,2,3361,33,9,1.6950354609929077,5.283687943262412,283
http://www.fool.com/investing/2017/12/10/the-best-video-game-stocks-of-2017.aspx?source=isesitlnk0000001&mrr=0.33,2017-12-10,test,4223,624,1.1217948717948718,2.2435897435897436,1.1217948717948718,0.8012820512820512,0.0,0.3205128205128205,0.3205128205128205,0.3205128205128205,0,3347,65,20,1.5897435897435896,5.001602564102564,301
http://www.fool.com/investing/2017/12/09/mobileyes-latest-moves-will-strengthen-intels-clou.aspx?source=isesitlnk0000001&mrr=0.25,2017-12-09,test,3122,448,0.0,1.1160714285714286,1.1160714285714286,1.3392857142857142,0.2232142857142857,1.1160714285714286,1.5625,0.8928571428571428,0,2525,14,6,1.6607142857142858,5.046875,245
http://www.fool.com/investing/2017/12/09/rule-breaker-mailbag-he-gets-by-with-a-little-help.aspx?source=isesitlnk0000001&mrr=0.20,2017-12-09,test,40905,6654,0.4057709648331831,1.6831980763450556,1.2774271115118725,0.8716561466786895,0.06011421701232341,0.6612563871355576,1.0670273519687408,0.6311992786293958,4,31201,226,109,1.3668470093177036,4.291704238052299,1272
http://www.fool.com/investing/2017/12/08/elon-musk-confirms-tesla-developing-custom-ai-chip.aspx?source=isesitlnk0000001&mrr=0.17,2017-12-08,test,3742,508,2.1653543307086616,2.7559055118110236,0.5905511811023622,0.5905511811023622,0.0,0.39370078740157477,1.968503937007874,0.5905511811023622,0,3022,23,5,1.7401574803149606,5.2578740157480315,276
http://www.fool.com/investing/2017/12/08/what-to-expect-from-baidu-inc-in-2018.aspx?source=isesitlnk0000001&mrr=0.14,2017-12-08,test,4769,624,-0.6410256410256409,0.9615384615384616,1.6025641025641024,1.4423076923076923,0.641025641025641,0.4807692307692308,1.4423076923076923,0.3205128205128205,2,3823,48,18,1.7131410256410255,5.266025641025641,316
http://www.fool.com/investing/2017/12/07/2-stocks-with-mind-boggling-earnings-growth.aspx?source=isesitlnk0000001&mrr=0.13,2017-12-07,test,3610,513,0.5847953216374269,1.5594541910331383,0.9746588693957114,1.5594541910331383,0.0,0.5847953216374269,0.9746588693957114,0.9746588693957114,1,2836,61,25,1.6647173489278753,5.183235867446394,230
http://www.fool.com/investing/2017/12/07/intel-corp-exec-seems-to-admit-to-gaps-in-data-cen.aspx?source=isesitlnk0000001&mrr=0.11,2017-12-07,test,4074,598,-1.1705685618729098,0.33444816053511706,1.5050167224080269,1.1705685618729096,0.16722408026755853,0.5016722408026756,0.33444816053511706,0.6688963210702341,1,3255,14,5,1.6237458193979932,5.011705685618729,281
http://www.fool.com/investing/2017/12/07/why-nvidia-investors-should-be-wary-of-intels-gpu.aspx?source=isesitlnk0000001&mrr=0.10,2017-12-07,test,4313,550,-1.9999999999999998,1.6363636363636365,3.6363636363636362,1.2727272727272727,0.18181818181818182,1.090909090909091,1.090909090909091,0.0,0,3459,26,8,1.6090909090909091,5.196363636363636,289
https://www.bloomberg.com/news/videos/2017-12-11/how-mkm-strategist-jim-strugger-is-playing-nvidia-video,2017-12-11,test,194,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,164,0,0,2.08,6.16,21
https://www.bloomberg.com/news/articles/2017-12-11/active-funds-great-comeback-of-2017-almost-just-blew-up-on-them,2017-12-11,test,4386,666,-0.6006006006006008,1.6516516516516515,2.2522522522522523,1.2012012012012012,0.0,0.45045045045045046,0.6006006006006006,0.45045045045045046,0,3400,68,30,1.4624624624624625,4.662162162162162,323
https://www.bloomberg.com/news/articles/2017-12-08/bitcoin-bull-shows-how-to-get-bitcoin-exposure-without-baggage,2017-12-08,test,2499,306,-0.6535947712418303,0.9803921568627451,1.6339869281045754,1.6339869281045754,0.32679738562091504,0.9803921568627451,0.6535947712418301,0.32679738562091504,1,1927,36,12,1.6601307189542485,5.009803921568627,181
https://www.bloomberg.com/gadfly/articles/2017-12-07/when-even-value-investors-can-t-find-any,2017-12-07,test,3879,531,0.5649717514124294,1.5065913370998116,0.9416195856873822,0.9416195856873822,0.0,0.3766478342749529,0.5649717514124294,0.0,0,3085,40,15,1.5951035781544256,4.971751412429379,310
https://www.bloomberg.com/news/articles/2017-12-06/retail-investors-just-made-a-historic-move-into-u-s-stocks,2017-12-06,test,2421,360,0.0,0.8333333333333334,0.8333333333333334,1.6666666666666667,0.0,1.3888888888888888,0.5555555555555556,1.1111111111111112,0,1918,22,8,1.5333333333333334,4.763888888888889,217
